Site Number,LastUpdated,Last Updated By,Municode,Site Name,Address,City,County,Municipality,State,Zip Code,Ownership Type,Ownership,PStatus,PI Number,Owner Name,Owner Organization,Authorized Representative,Auth Rep Relation to Owner,Owner Phone,Owner Fax,Owner Email,Owner Address,Owner Street,Owner City,Owner State,Owner Zip Code,Owner County,Municipal Contact Name,Department,Municipal Contact Title,Contact Relation to Owner,Municipal Contact Phone,Municipal Contact Fax,Municipal Contact Email,Municipal Contact Street,Municipal Contact City,Municipal Contact State,Municipal Contact Zip Code,Description,Additional Comments,Transaction Type,Transfer Type,Current Zoning,Proposed Zoning,Copy of Title Insurance,Block,Lot,X Coordinate,Y Coordinate,Coord,Development Plan Completed,Market Study Completed,Current Activity,Current Operations,Prior Operations,Acres,Size Range,Deed Restrictions,Easements,Buildings,Condition of Buildings,Square Footage,Total Buildable Space,Assessed Value,Sale Price,Lease Price,Tax Certificate,Annual Taxes,Tax Lien,Other Liens/Judgements,Traffic Study,Road Access,Waterfront Access,Airport Access,Public Transportation Access,Major Highway Name,Major Highway Interchange,Major Highway Miles Away,Local Highway Name,Local Highway Interchange,Local Highway Miles Away,Rail Type,Rail Name,Rail Station,Rail Miles Away,Public Water,Electric,Gas,Public Sewer,Telephone,Cable,Fiber Optics,Wetlands,Sensitive Ecosystems/Habitats,Endangered Species,Historic/Archeological Site,100 Year Flood Plain,500 Year Flood Plain,Environmental Report Copies,List Containing Site,Preliminary Assessment,Site Investigation,Remedial Investigation,Remedial Action Workplan,Voluntary Cleanup Program,Environmental Litigation,Remediation In Progress,Remediation Estimated Complete Date,Regulatory sign-off,Regulatory Sign-Off Description,Other Incentives,Low Interest Rates,HDSRF Grants,TIF,HDSRF Loans,USA Loans,USA Grants,Designated Redevelopment Area,Environmental Opportunity Zone,Tax Rebate or Abatement,Empowerment Zone (Federal),Urban Coordinating Council Neighborhood,Enterprise Community (Federal),Urban Enterprise Zone,Create Date,County_int_FK,Municipality_int_FK,Planning Area Designation,Authorized Representative Email,Authorized Representative Phone,RepresentativeAddress,RepresentativeStreet,RepresentativeCity,RepresentativeState,RepresentativeZip,SubmitterName,SubmitterAddress1,SubmitterAddress2,SubmitterCity,SubmitterState,SubmitterZip,SubmitterEmail,SubmitterPhone
7053,,Barry,0906,WILKINSON BAYVIEW AFFORDABLE HOUSING,134 WILKINSON AVE,Jersey City,HUDSON,Jersey City,NJ,07094,unknown,DEP Case,DEP Case,G000026723, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,9/19/1995 2) B: Single Phase RA - Single Contamination Affecting Only Soils established 6/1/1999",,,,,,,,608418,682559,608418:682559,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7054,,Barry,0906,HUDSON COUNTY CHROMATE 189,LUIS MUNOZ MARIN BLVD & 2ND ST,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,DEP Case,G000026751, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,9/6/1995 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 9/6/1995",,,,,,,,619401,688372,619401:688372,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7055,,Barry,0906,PORT AUTHORITY AUTO MARINE TERMINAL,PORT JERSEY BLVD,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,G000028393, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/7/1996 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/19/1996",,,,,,,,608266,672092,608266:672092,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7056,7/21/16,Barry Ableman,0906,FLINTKOTE,139 193 LUIS MUNOZ MARIN BLVD,Jersey City,HUDSON,Jersey City,NJ,07300,unknown,DEP Case,Verified by DEP DataMine,G000029855, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,AR will be reviewed associated with an onsite Child Care Facility.  The 2014 RAR indicated that hot spots of Total Preloleum Hydrocarbons and free Product LNAPL. were removed.,"1) Assigned to Program,6/28/2000 2) C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW established 10/10/2000",,,,,,,,618785,685410,618785:685410,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7057,,Barry,0906,VICTORIA VIEWS,LUIS MUNOZ MARIN BLVD,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,G000030720, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,2/9/2004 2) C2: Formal Design - Known Source or Release with GW Contamination established 3/21/2000",,,,,,,,618814,685640,618814:685640,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7058,,Barry,0906,60 MONITOR STREET,60 MONITOR ST,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,G000031713, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/9/1997 2) C2: Formal Design - Known Source or Release with GW Contamination established 8/26/1997",,,,,,,,614523,684325,614523:684325,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7059,,Barry,0906,27 TO 33 FISK STREET,27 33 FISK ST,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,G000031852,Francis Byrnes,McHugh-Byrnes Partnership,,,9999999999,9999999999,,,802 Fanshawe St.,Philadelphia,PA,19111,, ,,,,9999999999,9999999999,,,,,,,"1) NFA-A (Area of Concern) HISTORIC,12/25/1998 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 11/17/1998",,,,,,,,605266,685019,605266:685019,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7060,,Barry,0906,331 BALDWIN AVENUE,331 BALDWIN AVE,Jersey City,HUDSON,Jersey City,NJ,07303,unknown,DEP Case,DEP Case,G000032790, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/27/1999 2) C2: Formal Design - Known Source or Release with GW Contamination established 2/2/1999",,,,,,,,615353,692061,615353:692061,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7061,,Barry,0906,FULTON LANDING,149 ESSEX ST,Jersey City,HUDSON,Jersey City,NJ,07302,unknown,DEP Case,DEP Case,G000033004,Lorraine Mocco,Fulton's Landing Inc.,,,9999999999,9999999999,,,149 Essex St.,Jersey City,NJ,07303,, ,,,,9999999999,9999999999,,,,,,,"1) Completed-Entire Site Restricted Use,3/25/2004 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/24/1998 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,619773,685074,619773:685074,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7062,,Barry,0906,HARSIMUS COVE,6TH ST & LUIS MUNOZ MARIN BLVD,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000008826, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,10/10/2002 2) C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW established 10/10/2002",,,,,,,,619507,689347,619507:689347,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7063,7/21/16,Barry Ableman,0906,ACE CANVAS & TENT CORPORATION,103 GREENE ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,Verified by DEP DataMine,G000011785, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,"No LSRP  Fixed Fee Case	8/19/1987  ISRA	3/31/1987C1: No Formal Design - Source Known or Identified-Potential GW Contamination	1/30/1989","1) Assigned to Program,4/7/2003 2) C2: Formal Design - Known Source or Release with GW Contamination established 4/7/2003",,,,,,,,620776,686183,620776:686183,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7064,,Barry,0906,METROPOLITAN TELETRONICS CORPORATION,975 GARFIELD AVE,Jersey City,HUDSON,Jersey City,NJ,07304,unknown,DEP Case,DEP Case,G000013697, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) NFA (Restricted Use) HISTORIC,2/21/1995 2) D: Multi-Phased RA - Multiple Source/Release to Multi-Media Including GW established 2/21/1995 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,611530,684456,611530:684456,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7065,,Barry,0906,BETZ BREWERY PROPERTY,511 519 LUIS MUNOZ MARIN BLVD,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000033422, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) NFA-A (Area of Concern) HISTORIC,9/23/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 11/9/1999",,,,,,,,619613,690404,619613:690404,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7066,,Barry,0906,JIFFY LUBE,221 RT 1/9,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000033429, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,2/10/1998 2) C2: Formal Design - Known Source or Release with GW Contamination established 10/15/2000",,,,,,,,608325,694237,608325:694237,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7067,,Barry,0906,2842 KENNEDY BLVD,2842 KENNEDY BLVD,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000035119, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,3/31/2005 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 9/17/1999",,,,,,,,612479,691744,612479:691744,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7068,,Barry,0906,546 JERSEY AVE,546 JERSEY AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000035146, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,4/7/2003 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 4/7/2003",,,,,,,,617961,688207,617961:688207,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7069,,Barry,0906,DUKES AUTO REPAIR,175 2ND ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000035665, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/15/1998 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 8/12/1998",,,,,,,,619505,688307,619505:688307,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7070,,Barry,0906,MICHAEL CARRIE WAREHOUSE,158 170 CORNELISON AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000035757, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) NFA-A (Restricted Use),10/15/1998 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 10/15/1998 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,613151,687810,613151:687810,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7071,,Barry,0906,175 BEACON AVE,175 BEACON AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000037503, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,1/7/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 1/7/1999",,,,,,,,614923,694071,614923:694071,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7072,,Barry,0906,MARITIME POWER CORP INC,200 LUIS MUNOZ MARIN BLVD,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000038778, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,5/5/1999 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/1/1999",,,,,,,,618917,686152,618917:686152,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7073,,Barry,0906,JERSEY CITY JUSTICE CENTER,NEWKIRK ST & ACADEMY ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000039086,Executive Director,Jersey City Redelopment Authorty,,,9999999999,9999999999,,,30 Montgomery St.   Suite 910,Jersey City,NJ,073023821,, ,,,,9999999999,9999999999,,,,,,,"1) NFA-A (Restricted Use),8/20/2002 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 6/1/1999 3) Insitutional Control(s) exists requiring biennial certification",,,,,,,,613073,690321,613073:690321,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,No,No,No,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7074,,Barry,0906,3-5 SKILLMAN AVE,3 5 SKILLMAN AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000039840, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,7/23/1999 2) C2: Formal Design - Known Source or Release with GW Contamination established 8/5/1999",,,,,,,,613008,693431,613008:693431,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7075,,Barry,0906,HUDSON MALL,701 RT 440,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000040069, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/20/1999 2) C2: Formal Design - Known Source or Release with GW Contamination established 6/1/2003",,,,,,,,604410,687800,604410:687800,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7076,,Barry,0906,2ND STREET,2ND ST & GREEN ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000040128, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,8/25/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 9/9/1999",,,,,,,,620595,688150,620595:688150,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7077,,Barry,0906,163 GRANT AVE,163 GRANT AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000040945, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,10/8/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 10/8/1999",,,,,,,,607488,684208,607488:684208,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7078,,Barry,0906,LIBERTY CENTER,328 344 WASHINGTON BLVD,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000041021, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,11/3/1999 2) C3: Multi-Phased RA - Unknown or Uncontrolled Discharge to Soil or GW established 2/6/2006",,,,,,,,620492,687385,620492:687385,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7079,,Barry,0906,704 COMMUNIPAW AVE,704 COMMUNIPAW AVE,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,DEP Case,G000041081, ,,,,9999999999,9999999999,,,,,  ,,, ,,,,9999999999,9999999999,,,,,,,"1) Assigned to Program,10/27/1999 2) C1: No Formal Design - Source Known or Identified-Potential GW Contamination established 10/27/1999",,,,,,,,609384,687174,609384:687174,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
7080,7/25/16,Barry Ableman,0906,METALLIX INC,46 50 AETNA ST,Jersey City,HUDSON,Jersey City,NJ,07306,unknown,DEP Case,Verified by DEP DataMine,G000041215,James Cavalone,J. Cavalone Realty Corp.,,,9999999999,9999999999,,,Foot of Jersey Ave,Jersey City,NJ,07305,, ,,,,9999999999,9999999999,,,,,,"LSRP Name	James P. Mack	JOHN F TREGIDGO   560 - 4566   C2: Formal Design - Known Source or Release with GW Contamination	7/30/2004","Commercial	12/28/2006	 ISRA	7/30/2004	 LSRP 2-10 CAOC	1/14/2015	 LSRP GW FEE	1/14/2015	 MOA	12/28/2006	 Remediation Agreement (RA)	3/29/2007",,,,,,,,615911,684214,615911:684214,Unknown,Unknown,,,,,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,No,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,No,Yes,,No,No,No,No,Yes,No,Yes,,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,9,252,Planning Area 1,,9999999999,,,,,,,,,,,,,
