Id,Status,Summary,Rating,Address,Description,Request type,Lat,Lng,Export tagged places,Updated at local,Created at local,Acknowledged at local,Reopened at local,Closed at local,Reported using mobile?,Minutes to acknowledged,Minutes to closed,Assignee name,Parsed street and number,Category,Sla in hours,Sla expires at local,Report method code,Report method
2858006,Open,Business Complaint,3,"393 7th St. Jersey City, New Jersey",This business is using the sidewalk to do their repairs. The cars are parked on the sidewalk (not partly in the street - on the entire sidewalk) and block the entire walkway on a daily basis.,15911,40.7268095,-74.0523578,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>50.0502, ""CSO""=>""RE-16""},Ward E,1st Battalion",09/21/2016 - 03:04PM,08/31/2016 - 01:59PM,,,,FALSE,,,Commerce- Jolhn Coyne,393 7th St,Business Complaint,,,,
2858130,Acknowledged,Trash on Streets or in Lots,3,"163 Columbia Ave Jersey City, NJ 07307, USA",154 Columbia avenue,16279,40.75381851,-74.0532608,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>165.051, ""CSO""=>""RW-1""},Ward D",09/13/2016 - 09:49AM,08/31/2016 - 02:36PM,09/13/2016 - 09:49AM,,,TRUE,18432,,cpisano,163 Columbia Ave,Trash: Litter/debris,,,,
2858527,Acknowledged,Wires Down,5,"119 Grant Avenue Jersey City, NJ",Wires wrap around traffic sign,16290,40.709881,-74.0823506,"Jersey City, NJ (City Boundary),2nd Battalion,Ward F,{""Id""=>0, ""Acres""=>767.751, ""CSO""=>""RE-3/4""}",10/08/2016 - 11:48AM,08/31/2016 - 04:21PM,09/07/2016 - 09:58AM,,,FALSE,9696,,Noemi - RRC,119 Grant Avenue,Wires Down,,,direct,Direct
2858532,Acknowledged,Wires Down,5,"63 Grant Avenue Jersey City, NJ",Wires wrap around light pole,16290,40.708474,-74.080175,"Jersey City, NJ (City Boundary),2nd Battalion,Ward F,{""Id""=>0, ""Acres""=>767.751, ""CSO""=>""RE-3/4""}",10/08/2016 - 11:47AM,08/31/2016 - 04:23PM,09/06/2016 - 03:29PM,,,FALSE,8585,,Noemi - RRC,63 Grant Avenue,Wires Down,,,direct,Direct
2858540,Acknowledged,Wires Down,4,"36 Gardner Avenue Jersey City, NJ",Wires wrap around pole,16290,40.7201521,-74.0686254,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward F",10/08/2016 - 11:49AM,08/31/2016 - 04:25PM,09/06/2016 - 03:27PM,,,FALSE,8582,,Noemi - RRC,36 Gardner Avenue,Wires Down,,,direct,Direct
2858589,Acknowledged,Tall grass or weeds,-1,276 Grant Ave Jersey City Nj,Very tall grass and weeds at 276A and 274A grant ave. Many bugs and mosquitos.,16280,40.713647,-74.0878165,"Ward B,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>239.176, ""CSO""=>""RW-10""}",09/08/2016 - 06:42PM,08/31/2016 - 04:39PM,09/08/2016 - 08:21AM,,,TRUE,11021,,cpisano,276 Grant Ave Jersey City Nj,Tall grass or weeds,,,,
2858591,Closed,Graffiti,5,"Grant Avenue Jersey City, NJ",Graffiti on wall at the corner of MLK Dr.,15918,40.7121759,-74.0857434,"Ward B,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>239.176, ""CSO""=>""RW-10""}",11/28/2016 - 01:32PM,08/31/2016 - 04:39PM,08/31/2016 - 04:41PM,,11/28/2016 - 01:32PM,FALSE,1,128032,DNI - Ray,Grant Avenue,Graffiti,,,direct,Direct
2858605,Acknowledged,Tall grass or weeds,2,"110 Wales Avenue Jersey City, NJ",Tall grass around tree,16280,40.736728,-74.072476,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>61.5862, ""CSO""=>""RW-5""},4th Battalion",09/13/2016 - 07:38AM,08/31/2016 - 04:45PM,09/13/2016 - 07:38AM,,,FALSE,18172,,cpisano,110 Wales Avenue,Tall grass or weeds,,,direct,Direct
2858651,Open,Pothole,1,"Academy Street Jersey City, NJ",Sink hole between Bergen Ave and Tuers,11923,40.726608,-74.0620261,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward C",08/31/2016 - 05:01PM,08/31/2016 - 05:01PM,,,,FALSE,,,Buildings and Streets,Academy Street,Streets: Pothole,168,09/08/2016 - 05:00PM,direct,Direct
2858672,Acknowledged,Graffiti,3,"Van Reipen Avenue Jersey City, NJ",Graffiti on wall by Sip Ave ,15918,40.73379,-74.0628286,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",11/22/2016 - 10:39AM,08/31/2016 - 05:08PM,08/31/2016 - 05:33PM,,,FALSE,25,,DNI - Ray,Van Reipen Avenue,Graffiti,,,direct,Direct
2858677,Acknowledged,Trash on Streets or in Lots,6,"300-310 7th St Jersey City, NJ 07302, USA","Trash has been rotting on the curb for 10 days now. No one has moved it, it smells all down the block and it's creating a rodent issue. Giant bags of rotting food and cardboard 7 feet high. Can't miss it. ",16279,40.72647747,-74.04744294,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>93.3282, ""CSO""=>""RE-17""},Ward E,1st Battalion",09/06/2016 - 07:42AM,08/31/2016 - 05:09PM,09/06/2016 - 07:42AM,,,TRUE,8073,,cpisano,300-310 7th St,Trash: Litter/debris,,,,
2858686,Acknowledged,Traffic and Parking signage/signal issue,4,"Sherman Place Jersey City, NJ",Sign missing from pole ,16289,40.7447527,-74.0532848,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",10/16/2016 - 12:55PM,08/31/2016 - 05:12PM,09/01/2016 - 10:07AM,,,FALSE,1015,,Traffic - Patricia L,Sherman Place,Traffic and Parking signage/signal issue,,,direct,Direct
2858701,Acknowledged,Traffic and Parking signage/signal issue,3,"Hopkins Avenue Jersey City, NJ",Street sign needs to be reversed,16289,40.7367335,-74.0556635,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",11/22/2016 - 10:38AM,08/31/2016 - 05:19PM,09/02/2016 - 05:57PM,,,FALSE,2917,,Traffic - Patricia L,Hopkins Avenue,Traffic and Parking signage/signal issue,,,direct,Direct
2858710,Open,Water/sewer Issues,2,"Concord Street Jersey City, NJ",Catch Basin need to be cleaned near N/E corner of Hopkins,16277,40.7333787,-74.0526126,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",09/01/2016 - 09:35AM,08/31/2016 - 05:22PM,,,,FALSE,,,JCMUA,Concord Street,Water/sewer Issues,,,direct,Direct
2858725,Open,Water/sewer Issues,2,"Cambridge Avenue Jersey City, NJ","Catch Basin need to be cleaned by Hutton Ave
",16277,40.7470396,-74.0474283,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",09/01/2016 - 09:34AM,08/31/2016 - 05:27PM,,,,FALSE,,,JCMUA,Cambridge Avenue,Water/sewer Issues,,,direct,Direct
2858917,Open,Service Request Not Listed,5,"15 Lexington Avenue Jersey City, NJ","Ms Paulette Washington of 11-15 Lexington Ave. Apt. 2D, called to register a complaint about all the violations that she has in her apartment and also in the building. She is upset that even when the HOUSING CODE INSPECTORS come to this property and issue ""NOTICES OF VIOLATIONS"", the building management never seems to correct the problems. She says, they always manage to get extensions when the don't correct the problems. She claims, this has been going on for years and each time they get violation notices, they rarely if ever fix things in a timely manner and then they always manage to get additional extensions. She told me that she believes the inspectors are not doing their jobs and it is very frustrating having to live like this.  ",16590,40.7171708,-74.0780861,"Ward B,Jersey City, NJ (City Boundary),4th Battalion,{""Id""=>0, ""Acres""=>767.751, ""CSO""=>""RE-3/4""}",09/02/2016 - 11:38AM,08/31/2016 - 07:37PM,,09/02/2016 - 11:38AM,09/02/2016 - 10:41AM,FALSE,,,Housing Code Enforcement- Iris,15 Lexington Avenue,Service Request Not Listed,,,direct,Direct
2858922,Acknowledged,Tall grass or weeds,3,"292 Virginia Avenue Jersey City, NJ","This anonymous caller says, this property has tall grass and weeds and refuse, both in the front and back of this property.",16280,40.7175909,-74.0865139,"Ward B,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>248.272, ""CSO""=>""RW-8""}",10/12/2016 - 03:25PM,08/31/2016 - 07:41PM,10/12/2016 - 03:25PM,,,FALSE,60224,,cpisano,292 Virginia Avenue,Tall grass or weeds,,,direct,Direct
2858971,Acknowledged,Tall grass or weeds,3,"61 Orient Avenue Jersey City, NJ","According to this complaint, this property has very tall grass and weeds and debris. The conditions have attracted pests that make living next door unbearable, according to next door resident.",16280,40.7099649,-74.079425,"Jersey City, NJ (City Boundary),2nd Battalion,Ward F,{""Id""=>0, ""Acres""=>767.751, ""CSO""=>""RE-3/4""}",09/06/2016 - 07:41AM,08/31/2016 - 07:53PM,09/06/2016 - 07:41AM,,,FALSE,7907,,cpisano,61 Orient Avenue,Tall grass or weeds,,,direct,Direct
2860643,Acknowledged,Tall grass or weeds,5,"453 Jersey Ave Jersey City, NJ 07302, USA",,16280,40.71792073,-74.0482839,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>227.801, ""CSO""=>""RE-11""},1st Battalion,Ward F",09/06/2016 - 07:43AM,09/01/2016 - 08:44AM,09/06/2016 - 07:41AM,,,TRUE,7136,,cpisano,453 Jersey Ave,Tall grass or weeds,,,,
2860653,Acknowledged,Tall grass or weeds,3,"457 Jersey Ave Jersey City, NJ 07302, USA",,16280,40.7180905,-74.04821274,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>227.801, ""CSO""=>""RE-11""},1st Battalion,Ward F",09/06/2016 - 07:39AM,09/01/2016 - 08:46AM,09/06/2016 - 07:39AM,,,TRUE,7133,,cpisano,457 Jersey Ave,Tall grass or weeds,,,,
2860799,Acknowledged,Traffic and Parking signage/signal issue,3,"171 Cambridge Avenue Jersey City, NJ",Missing sign from pole,16289,40.748693,-74.046646,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",09/01/2016 - 10:25AM,09/01/2016 - 09:21AM,09/01/2016 - 10:25AM,,,FALSE,64,,Traffic - Patricia L,171 Cambridge Avenue,Traffic and Parking signage/signal issue,,,direct,Direct
2860836,Acknowledged,Tall grass or weeds,4,"80 Manhattan Avenue Jersey City, NJ",High weeds,16280,40.7432538,-74.052146,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",10/16/2016 - 12:53PM,09/01/2016 - 09:30AM,10/12/2016 - 03:25PM,,,FALSE,59395,,cpisano,80 Manhattan Avenue,Tall grass or weeds,,,direct,Direct
2860992,Acknowledged,Tall grass or weeds,3,"235 Lexington Avenue Jersey City, New Jersey",The yard of this property has 6 ft. High grass and is unsafe for children and even adults.,16280,40.721464,-74.08726,"Ward B,Jersey City, NJ (City Boundary),4th Battalion,{""Id""=>0, ""Acres""=>248.272, ""CSO""=>""RW-8""}",10/12/2016 - 03:25PM,09/01/2016 - 10:00AM,10/12/2016 - 03:25PM,,,TRUE,59365,,cpisano,235 Lexington Avenue,Tall grass or weeds,,,,
2861097,Open,Business Complaint,1,"924 Bergen Avenue Jersey City, NJ","Report of Drivers of this business are being rude and unruly towards residents. Once case of refusing to move their vehicle from residents driveway.  
Resident has contacted and spoke to the owner many times to complain but there has been no change in behavior.",15911,40.7304373,-74.0644973,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>755.469, ""CSO""=>""RE-5/6""},4th Battalion,Ward C",09/01/2016 - 10:35AM,09/01/2016 - 10:35AM,,,,FALSE,,,Commerce- Jolhn Coyne,924 Bergen Avenue,Business Complaint,,,direct,Direct
2861319,Acknowledged,Tall grass or weeds,3,"119 Chestnut Avenue Jersey City, NJ",Tall grass,16280,40.729205,-74.057492,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",09/07/2016 - 07:30AM,09/01/2016 - 11:00AM,09/07/2016 - 07:30AM,,,FALSE,8430,,cpisano,119 Chestnut Avenue,Tall grass or weeds,,,direct,Direct
2861330,Acknowledged,Wires Down,3,"Concord Street Jersey City, NJ",Wires are low & loose from top to bottom (very dangerous) behind 17 Hopkins,16290,40.7333787,-74.0526126,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",09/01/2016 - 12:59PM,09/01/2016 - 11:05AM,09/01/2016 - 11:36AM,,,FALSE,30,,Noemi - RRC,Concord Street,Wires Down,,,direct,Direct
2861429,Acknowledged,Street paving request,11,"Essex Street Jersey City, NJ","Because of light rail, the Essex street has very bad condition.

Every morning from 5:30-7:30, light rail is extremely frequent , I can hear it once in a 2 mins. Sometimes even less. And they drove so fast.

Out building started making some 'zzz' noise as well, when the light rail passes by too fast.

I remembered in the board meeting earlier this year, people said someone gonna fix the road each summer... 

No one did it. I saw they fixed Dudley street, where only minor crack.

Could please someone deal with this issue before it's getting too bad? 

Light rail problem is worse and worse. I checked the environment policy. It mentioned that for residential area, there is specific cutoff for the noise. The noise like that is unbearable... Especially the light rail was so loud in midnight... It's 24 hours...
",16291,40.7131345,-74.0381835,"Jersey City, NJ (City Boundary),Ward E,1st Battalion",10/25/2016 - 05:13PM,09/01/2016 - 11:35AM,09/01/2016 - 11:38AM,,,FALSE,3,,Traffic - Patricia L,Essex Street,Streets: Resurfacing Request,,,email,Email
2861518,Acknowledged,Driveways,3,"111 Highland Avenue Jersey City, NJ",Report of possible illegal driveway. Please inspect,16599,40.728789,-74.072021,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>248.212, ""CSO""=>""RW-6""},4th Battalion",09/02/2016 - 08:51AM,09/01/2016 - 11:49AM,09/01/2016 - 11:49AM,,,FALSE,0,,Zoning,111 Highland Avenue,Driveways,,,direct,Direct
2861717,Acknowledged,Trash on Streets or in Lots,5,"198 Kensington Ave Jersey City, NJ 07306, USA",Tires and trash dumped in front of entrance to Lincoln Park ,16279,40.72526692,-74.07986927,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>208.548, ""CSO""=>""RW-7""},4th Battalion",09/14/2016 - 08:00AM,09/01/2016 - 12:41PM,09/14/2016 - 07:38AM,,,TRUE,18417,,cpisano,198 Kensington Ave,Trash: Litter/debris,,,,
2862003,Acknowledged,Health Conditions - Business or Residential,2,"60 Ocean Avenue Jersey City, NJ","Mold Growing in the showers. 
Resident has complained to management but no progress has been made. ",16274,40.6905969,-74.096348,"Ward A,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>351.295, ""CSO""=>""RE-1""},2nd Battalion",09/01/2016 - 02:04PM,09/01/2016 - 01:28PM,09/01/2016 - 02:04PM,,,FALSE,36,,Aaron J,60 Ocean Avenue,Health Conditions - Business or Residential,,,direct,Direct
2862039,Acknowledged,Trash on Streets or in Lots,5,"72-74 Erie St Jersey City, NJ 07302, USA",Garbage out in front of house at 1:30pm,16279,40.72406387,-74.04398346,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>112.805, ""CSO""=>""RE-15""},Ward E,1st Battalion",09/07/2016 - 07:31AM,09/01/2016 - 01:42PM,09/07/2016 - 07:31AM,,,TRUE,8268,,cpisano,72-74 Erie St,Trash: Litter/debris,,,,
2862206,Acknowledged,Trash on Streets or in Lots,3,"90 Western Avenue Jersey City, NJ",Trash all over and put out too early. ,16279,40.7494582,-74.0591428,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>178.393, ""CSO""=>""RW-2""},Ward D",09/15/2016 - 09:04AM,09/01/2016 - 02:32PM,09/15/2016 - 09:04AM,,,FALSE,19832,,cpisano,90 Western Avenue,Trash: Litter/debris,,,direct,Direct
2862223,Acknowledged,Wires Down,3,"69 Webster Avenue Jersey City, NJ",Dangling Wires,16290,40.741043,-74.048522,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward C",09/06/2016 - 02:49PM,09/01/2016 - 02:45PM,09/06/2016 - 02:49PM,,,FALSE,7204,,Noemi - RRC,69 Webster Avenue,Wires Down,,,direct,Direct
2862465,Acknowledged,Service Request Not Listed,3,"112 Franklin St Jersey City, NJ 07307, USA","Filed a request on june29 th trees were scheduled for September 1 st  around 3 pm called the department of forestry to inquire why the tree scheduled to be trimmed today wasn't done because the tree branches are coming to the house I was very rudely told it will be rescheduled when I asked for a reason was told it happens and the person hung up the phone. I called back and asked for the employees name and was told why do you wanna know my name so I told the employee that you work in a city office that I have a right to know there name,the employee refused to give me there name and said don't get me involved just go on the website and make a request again and I will reschedule and hung up again.",16590,40.74264908,-74.04954529,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",09/06/2016 - 03:20PM,09/01/2016 - 03:57PM,09/06/2016 - 03:20PM,,,TRUE,7163,,Alphonso Lynch,112 Franklin St,Service Request Not Listed,,,,
2862643,Acknowledged,Garbage blocking fire escape and roof,2,"345 4th Street Jersey City, New Jersey","There is an extremely large amount of garbage bags piled up on the rear balcony, fire escape and roof at 345 4th.  Not only is it unsightly and unsanitary.  It poses a real risk to the tenants and fire personnel should some access ever need to be gained. The deck is full and the stairs are covered plus there is more on the roof. It appears to be the unit owner not the building owner. ",16274,40.724216,-74.049707,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>112.805, ""CSO""=>""RE-15""},Ward E,1st Battalion",09/02/2016 - 09:53AM,09/01/2016 - 04:50PM,09/02/2016 - 09:53AM,,,FALSE,1022,,Steve Z,345 4th Street,Health Conditions - Business or Residential,,,,
2862728,Open,Pothole,2,"74 Armstrong Avenue Jersey City, NJ","According to this request, there is a large pothole in the middle of the street at this location. She also said, there is another smaller pothole located near the curb at the same location.",11923,40.7009258,-74.083957,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>250.954, ""CSO""=>""RE-2""}",09/02/2016 - 08:57AM,09/01/2016 - 05:23PM,,,,FALSE,,,Buildings and Streets,74 Armstrong Avenue,Streets: Pothole,168,09/09/2016 - 05:00PM,phone,Phone
2862759,Open,Animal Issue other than attack,2,"97 Orient Ave  Jersey City, New Jersey",The back yard bushes and trees are over grown...The back yard has various garbage and debris. .the house is abandoned ,16266,40.710938,-74.080914,"Jersey City, NJ (City Boundary),2nd Battalion,Ward F,{""Id""=>0, ""Acres""=>767.751, ""CSO""=>""RE-3/4""}",09/02/2016 - 08:57AM,09/01/2016 - 05:32PM,,,,FALSE,,,Animal Control,97 ORIENT AVE,Animal Issue other than attack,,,,
2862835,Acknowledged,Trash on Streets or in Lots,4,"180 Jewett Ave Jersey City, NJ 07304, USA",,16279,40.72359901,-74.074213,"Ward B,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>208.548, ""CSO""=>""RW-7""},4th Battalion",10/12/2016 - 03:28PM,09/01/2016 - 06:20PM,10/12/2016 - 03:25PM,,,TRUE,58865,,cpisano,180 Jewett Ave,Trash: Litter/debris,,,,
2862930,Acknowledged,Driveways,2,"72 Greenville Avenue Jersey City, NJ","According to this request, the street was recently REPAVED and as a result of the repaving, the Driveway NO PARKING painting was removed. She is requesting that the DRIVEWAY NO PARKING painting be replaced.",16599,40.6985219,-74.095099,"Ward A,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>103.903, ""CSO""=>""RW-12""},2nd Battalion",09/29/2016 - 07:42PM,09/01/2016 - 07:05PM,09/02/2016 - 11:30AM,,,FALSE,984,,Parking Enforcement,72 Greenville Avenue,Driveways,,,phone,Phone
2862939,Acknowledged,Driveways,3,"70 Greenville Avenue Jersey City, NJ","According to this request, the street was recently REPAVED and as a result of the repaving, the Driveway NO PARKING painting was removed. She is requesting that the DRIVEWAY NO PARKING painting be replaced.",16599,40.698466,-74.095051,"Ward A,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>103.903, ""CSO""=>""RW-12""},2nd Battalion",09/29/2016 - 07:40PM,09/01/2016 - 07:10PM,09/02/2016 - 11:28AM,,,FALSE,978,,Parking Enforcement,70 Greenville Avenue,Driveways,,,direct,Direct
2863186,Acknowledged,Rodent Control,5,"520 Jersey Ave Jersey City, NJ 07302, USA",Several rats seen in an around the restaurant at 520 Jersey Avenue.,16278,40.72079849,-74.04655457,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>64.555, ""CSO""=>""RE-14""},Ward E,1st Battalion",09/18/2016 - 11:00AM,09/01/2016 - 09:42PM,09/02/2016 - 10:08AM,,,TRUE,746,,Laura,520 Jersey Ave,Rodent Control,,,,
2863246,Open,Construction,8,"212 6th St Jersey City, NJ 07302, USA",Road has not been repaved to original state before construction. Grass foliage next to embankment was destroyed because of construction equipment; needs to be restored to original state.,16291,40.72529688,-74.0430118,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>50.0502, ""CSO""=>""RE-16""},Ward E,1st Battalion",10/09/2016 - 05:59PM,09/01/2016 - 09:52PM,,09/02/2016 - 09:35AM,09/02/2016 - 07:27AM,TRUE,,,Traffic - Patricia L,212 6th St,Streets: Resurfacing Request,,,,
2864530,Acknowledged,Trash on Streets or in Lots,5,"96 Central Ave Jersey City, NJ 07306, USA",Resident has piles of garbage against the fence.   It continues to accumulate ,16279,40.73772301,-74.0547,"3rd Battalion,Jersey City, NJ (City Boundary),Ward C,{""Id""=>0, ""Acres""=>509.092, ""CSO""=>""RE-18""}",09/19/2016 - 02:11PM,09/02/2016 - 07:09AM,09/14/2016 - 11:01AM,,,TRUE,17511,,cpisano,96 Central Ave,Trash: Litter/debris,,,,
2864549,Acknowledged,Parking issues,7,"470-476 Monmouth St Jersey City, NJ 07302, USA",,16276,40.72680283,-74.04865265,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>93.3282, ""CSO""=>""RE-17""},Ward E,1st Battalion",09/03/2016 - 09:00AM,09/02/2016 - 07:41AM,09/02/2016 - 11:23AM,,,TRUE,222,,Yolanda - RRC,470-476 Monmouth St,Parking issues,,,,
2864678,Acknowledged,Parks and Playgrounds,3,"475 Palisade Ave Jersey City, NJ 07307, USA",These pellets are all over the Riverview Fisk park,15246,40.74473572,-74.04393005,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",09/02/2016 - 09:43AM,09/02/2016 - 08:39AM,09/02/2016 - 09:43AM,,,TRUE,64,,Alphonso Lynch,475 Palisade Ave,Parks and Playgrounds,168,09/09/2016 - 05:00PM,,
2864966,Acknowledged,Service Request Not Listed,4,"Marin Boulevard Jersey City, NJ",,16590,40.7176971,-74.0423413,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>227.801, ""CSO""=>""RE-11""},Ward E,1st Battalion",09/04/2016 - 11:10AM,09/02/2016 - 09:56AM,09/02/2016 - 09:57AM,,,FALSE,0,,Noemi - RRC,Marin Boulevard,Service Request Not Listed,,,direct,Direct
2864997,Acknowledged,Traffic Calming/Pedestrian Safety request,4,"211 Sherman Avenue Jersey City, NJ",There is a Charter school on Sherman Ave there was a request for some signage be put in the street for the speed limit of the area in question this request was put in already as well as signage that this is a school zone. Would also like someone to check the area for any other signage that needs or could be put up to help with the safety for the constituents as well as the children in the area.   ,16287,40.7479518,-74.045131,"3rd Battalion,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>380.503, ""CSO""=>""RE-19""},Ward D",09/06/2016 - 09:08AM,09/02/2016 - 10:04AM,09/02/2016 - 10:05AM,,,FALSE,0,,Traffic - Patricia L,211 Sherman Avenue,Traffic Calming/Pedestrian Safety request,,,direct,Direct
2865139,Acknowledged,Tall grass or weeds,3,"176 Wegman Parkway Jersey City, NJ",,16280,40.7058109,-74.0837596,"Jersey City, NJ (City Boundary),2nd Battalion,Ward F,{""Id""=>0, ""Acres""=>250.954, ""CSO""=>""RE-2""}",09/08/2016 - 08:23AM,09/02/2016 - 10:41AM,09/08/2016 - 08:23AM,,,FALSE,8501,,cpisano,176 Wegman Parkway,Tall grass or weeds,,,direct,Direct
2865356,Acknowledged,Service Request Not Listed,5,"264 6th St Jersey City, NJ 07302, USA",Sidewalk closed all week between 4th and 3rd in front of entire church. Is this permitted. Shouldn't there be a path for walkers ,16590,40.72557068,-74.04594421,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>50.0502, ""CSO""=>""RE-16""},Ward E,1st Battalion",09/12/2016 - 11:52PM,09/02/2016 - 11:36AM,09/06/2016 - 03:19PM,,,TRUE,5983,,Construction Code Official,264 6th St,Service Request Not Listed,,,,
2865479,Acknowledged,Tall grass or weeds,3,"16 Ocean Avenue Jersey City, NJ",This is for the lot in back of 16 Ocean Ave. Please schedule to have this cleaned up again. ,16280,40.689459,-74.0977769,"Ward A,Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>176.55, ""CSO""=>""RW-13""},2nd Battalion",09/12/2016 - 08:03AM,09/02/2016 - 12:06PM,09/12/2016 - 08:03AM,,,FALSE,14156,,cpisano,16 Ocean Avenue,Tall grass or weeds,,,direct,Direct
2865611,Acknowledged,Traffic Calming/Pedestrian Safety request,5,"Fowler Ave & Cator Ave Jersey City, New Jersey",Can we please have two of these placed on the new crosswalks (Fowler Ave)? I see them all over the city but rarely in the forgotten Greenville.,16287,40.7020462,-74.0948221,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>328.952, ""CSO""=>""RW-11""}",09/07/2016 - 09:39AM,09/02/2016 - 12:43PM,09/06/2016 - 02:29PM,,,FALSE,5866,,Buildings and Streets,Fowler Ave & Cator Ave,Traffic Calming/Pedestrian Safety request,,,,
2865710,Open,Animal Issue other than attack,4,"153 Woodlawn Ave Jersey City, New Jersey","Owner walks dogs without leashes, let's them poop wherever they please and refuses to pick up the dog waste. I have reported this 3 times and everyone in the area has spoken to her about it. Either there has been no action taken on your part or she is ignoring you as well as ignoring us.  What do we have to do to stop this. I have grass and trees in front of my house and people have to jump over it when exiting there cars so they don't step in poop and bring it in their homes. Everyone else with dogs in this area pick up the waste. She refuses. I have not heard anything re my previous complaints and would like to know if anything is being done about this. She was out there again this very morning. No leashes, no cleanup. The address given is the address of the dog owner.",16266,40.703169,-74.0865789,"Ward A,Jersey City, NJ (City Boundary),2nd Battalion,{""Id""=>0, ""Acres""=>250.954, ""CSO""=>""RE-2""}",11/02/2016 - 01:14PM,09/02/2016 - 12:55PM,,,,FALSE,,,Animal Control,153 woodlawn ave,Animal Issue other than attack,,,,
2865893,Acknowledged,Trash on Streets or in Lots,5,"189-299 Morgan Street Jersey City, New Jersey",Street sweeper drove right by all this trash... Maybe came within 3 feet of the curb.,16279,40.7201186,-74.0416829,"Jersey City, NJ (City Boundary),{""Id""=>0, ""Acres""=>64.555, ""CSO""=>""RE-14""},Ward E,1st Battalion",10/12/2016 - 03:25PM,09/02/2016 - 01:56PM,10/12/2016 - 03:25PM,,,TRUE,57689,,cpisano,189-299 Morgan Street,Trash: Litter/debris,,,,
